6.57	6.72	i
6.72	7.01	think
7.01	7.1	there
7.1	7.13	are
7.13	7.47	certain
7.47	8.11	services
8.11	8.28	that
8.28	8.55	are
8.8	9.26	much
9.26	9.47	more
9.47	10.18	expensive
10.22	10.39	than
10.39	10.48	they
10.48	10.79	should
10.79	10.99	be
11.77	12.37	for
12.65	12.81	sure
13.59	14.31	anything
14.31	14.44	that
14.44	14.7	doesn't
14.7	15.03	involve
15.03	15.11	a
15.11	15.54	human
15.54	16.08	being
16.08	16.25	i
16.25	16.51	think
16.51	16.76	should
16.76	16.89	be
16.89	17.22	less
17.22	18.12	expensive
18.12	18.4	and
18.4	18.47	one
18.47	18.7	day
18.85	19.0	i'm
19.0	19.27	going
19.27	19.43	to
19.43	19.73	become
19.73	19.81	an
19.81	20.48	inventor
20.52	20.63	and
20.63	20.73	i'm
20.73	20.83	going
20.83	20.89	to
20.89	21.21	charge
21.26	21.84	nothing
21.84	22.09	for
22.09	22.25	all
22.25	22.42	these
22.42	23.02	services
23.02	23.11	i
23.11	23.27	mean
23.27	23.55	someone
23.55	23.65	to
23.65	23.89	come
23.89	24.05	in
24.05	24.2	to
24.2	24.34	your
24.34	24.73	house
24.73	24.86	and
24.86	25.2	clean
25.2	25.42	there's
25.42	25.73	already
25.73	25.78	a
25.78	26.16	vacuum
26.16	26.27	that
26.27	26.55	does
26.55	26.76	that
26.84	26.93	you
26.93	27.18	know
27.27	27.47	for
27.47	27.92	nothing
34.87	34.95	the
34.95	35.51	shadiest
35.51	35.73	thing
35.73	35.88	i've
35.88	36.16	seen
36.16	36.51	someone
36.51	36.97	do
37.03	37.42	is
37.42	37.88	come
38.53	39.42	into
39.59	40.21	space
40.21	40.31	where
40.31	40.53	there's
40.53	40.58	a
40.58	40.73	lot
40.73	40.88	of
40.88	41.55	cameras
41.55	42.23	around
42.23	42.36	get
42.36	42.64	into
42.64	42.7	a
42.7	43.4	weird
43.4	44.08	suit
44.08	44.28	with
44.28	44.61	little
45.0	45.5	balls
45.5	45.65	on
45.65	45.86	them
45.86	45.98	and
